FirstName,LastName,Gender,DateofBirth,FatherFirstName,FatherLastName,FatherOccupation,MotherFirstName,MotherLastName,MotherOccupation
Thomas,FRYER,M,1765-10-02,John,FRYER,potter,Jane,MANSON,gardener
James,HOW,M,1763-02-24,John,HOW,railway stoker,Janet,COOK,greengrocer
William,WHITEHEAD,M,1766-12-08,John,WHITEHEAD,lt royal navy,Isobella,BLOMLEY,managing family firm of refiners of brewing sugar
Margaret,DAVIES,F,1764-01-01,George,DAVIES,timber merchant,Elizabeth,WHITING,labourer
James,JORDAN,M,1766-06-02,David,JORDAN,shop assistant,Margaret,KNIGHT,plumber
Alexander,COUPER,M,1766-03-08,James,COUPER,traveller (pianos),Janet,ELBRO,labourer
Christina,WILSON,F,1764-10-18,James,WILSON,lab,Christina,BAIN,[railway] engineer
Catherine,MANSON,F,1765-12-10,Alex,MANSON,boatman,Margaret,MEADOWCROFT,sack maker
William,HUTTON,M,1767-06-18,Robert,HUTTON,compositor,Jane,HUGHES,groom
John,REID,M,1766-05-10,John,REID,carpenter,Maggie,YOUNG,butcher
Duncan,POTTERICK,M,1769-08-03,Archibald,POTTERICK,gardener,Jessie,HOYLE,peasant
Robert,SIMPSON,M,1763-10-27,William,SIMPSON,weaver,Mary,MURPHIE,painter
Mary,ATTRIDE,F,1763-01-19,Alexander,ATTRIDE,painter,Mary,YOUNG,inn keeper
Alexander,HALE,M,1764-01-21,James,HALE,merchant,Mary,LAWRENCE,piece taker in
Flora,HALE,F,1764-01-21,James,HALE,merchant,Mary,LAWRENCE,piece taker in
Jessie,WOOD,F,1764-02-29,Thomas,WOOD,shoemaker,Agnes,MANSON,inspector
James,BELL,M,1767-06-24,Peter,BELL,dressmaker,Rosanah,FINNEY,office clerk
Allan,MOORE,M,1765-11-12,John,MOORE,stoker,Ann,REASTON,wood turner
James,CAMPBELL,M,1775-08-20,James,CAMPBELL,shoemaker,Katherine,GOLDING,secretary to the rajah
Christina,HUNTER,F,1771-06-05,Michael,HUNTER,farmer,Elizabeth,RICHARDS,grocers manager
William,SHAFTOE,M,1776-06-09,Robert,SHAFTOE,farmer,Annie,MATTHEWMAN,butcher
Finlay,KIRTON,M,1764-03-01,Thomas,KIRTON,groom,Jessie,GAMBLE,dredgerman
Robert,BARTLETT,M,1764-10-08,William,BARTLETT,labourer,Marion,LIVESEY,ag lab
Helen,SMITH,F,1769-06-10,Charles,SMITH,lab,Janet,THOMAS,carrier
Mary,SMITH,F,1769-06-10,Charles,SMITH,lab,Janet,THOMAS,carrier
Janet,BOWER,F,1767-02-23,Robert,BOWER,cordwainer,Mary,KIRKLAND,master tailor
Kate,JONES,F,1764-07-05,Donald,JONES,farmworker,Jeanie,COOK,master mariner
Ann,JARY,F,1765-03-24,William,JARY,bleacher,Edna,TUNNACLIFFE,wood turner
Penelope,LANE,F,1765-10-23,Robert,LANE,cooper,Mary,LORD,labourer
Margt,ARMITAGE,F,1767-05-25,Malcolm,ARMITAGE,miller,Roseann,DAVIDSON,cardmaker
Andrew,QUINLIN,M,1766-05-25,Robert,QUINLIN,weaver,Elizabeth,BURGESS,billiard proprietor
John,KENDRICK,M,1764-09-05,Willia,KENDRICK,painter,Mary,MEAKIN,domestic servant
James,CLARK,M,1765-08-03,Alexander,CLARK,coachbuilder,Margart,OLLIFF,gardener
Agnes,MARSDEN,F,1764-03-04,Duncan,MARSDEN,miner,Mary,HIGH,labourer
Mary,HUMBY,F,1764-06-30,Hamilton,HUMBY,farmer,Agnes,ROCH,collier
Isabella,THURMAND,F,1764-06-14,Richard,THURMAND,mariner,Julia,BAYNES,labourer
Agnes,MCMILLAN,F,1765-07-18,Alexander,MCMILLAN,farmer,Eliz,RHODES,ships carpenter
Jean,HENDERSON,F,1764-07-12,Robert,HENDERSON,shop assistant (fish & chips),Margaret,STEANE,farmer
Janet,THOMPSON,F,1764-07-30,Arthur,THOMPSON,farmer,Margaret,TURNER,ag lab
Thomas,CARTER,M,1765-09-20,James,CARTER,stone cutter,Jane,DRYDEN,shoemaker
Robert,MCKINGIE,M,1763-07-07,Charles,MCKINGIE,grocer,Isabella,FLINN,gardener
John,NIGHINGALE,M,1767-03-01,Ludovic,NIGHINGALE,landowner,Helen,THURNHAM,groom
Cathrine,ANDERSON,F,1764-09-27,James,ANDERSON,bookbinder,Lizzie,BOOTH,nailor
Geo,NOSKINS,M,1765-03-22,John,NOSKINS,saddler,Isabella,DRON,lumper on canal
George,WOODHOUSE,M,1765-08-15,Alexander,WOODHOUSE,cabinet maker,Margaret,PATERSON,lamplighter
John,BLACK,M,1765-03-22,Robert,BLACK,baker,Janet,CURWIN,builder
Wm,BLACK,M,1765-03-22,Robert,BLACK,baker,Janet,CURWIN,builder
Richard,WALKER,M,1769-10-19,George,WALKER,shoemaker,Mary,GRIFFITHS,labourer
Adam,PRESTON,M,1764-10-15,Alexander,PRESTON,labourer,Grace,ALISON,lab
Neil,BESLEY,M,1766-01-07,James,BESLEY,policeman,Mary,BROWN,labourer
Thomas,TUNSTALL,M,1770-07-31,William,TUNSTALL,grocer,Catherine,BISHOP,railway guard
Betsey,JAMES,F,1769-08-13,Henry,JAMES,bricklayer,Jessie,ASPINAL,cashier
Christina,OSWALD,F,1764-10-19,Robert,OSWALD,farmer,Jamima,BERESFORD,wheelwright
John,SWIFT,M,1763-05-16,Michael,SWIFT,china factory worker,Louisa,PROSSER,nailer
Elizabeth,HINGLEY,F,1765-11-13,James,HINGLEY,carpenter,Christina,STOUT,miller
Rodrick,MCGRILEY,M,1764-01-15,Alexander,MCGRILEY,writer,Elizabeth,LATTIMORE,labourer
Jane,MILES,F,1766-06-26,George,MILES,farmer,Sarah,JONES,gamekeeper
Joseph,LAWLEY,M,1767-07-26,Charles,LAWLEY,clerical officer for civil service,Mary,SMITH,clothier
Helen,WILLIAMS,F,1767-10-03,Thomas,WILLIAMS,farmer,Alison,PARKER,farmer
Charles,FOX,M,1764-11-29,James,FOX,lab,Elspet,STIFF,hawker
Peter,WARWICK,M,1762-10-28,John,WARWICK,soldier,Marion,SUTTER,blacksmith
Jane,OLDHAM,F,1773-02-03,William,OLDHAM,weaver,Annie,ROSSBOTTOM,farm lab
James,BUCKMAN,M,1763-12-28,Thomas,BUCKMAN,publican,Mary,PAICE,cabinet maker
Margaret,HINDLE,F,1767-12-12,Robert,HINDLE,railway clerk,Nellie,WARBURTON,merchant (woollen) and manufacturer
Angus,CHATTERTON,M,1766-11-03,Charles,CHATTERTON,shopkeeper,Jane,POLLYN,farm servant
Barbara,LAYE,F,1774-11-26,William,LAYE,master mariner,Penelope,HALL,crofter
Isabella,GOUGH,F,1767-08-08,Robert,GOUGH,general carrier,Mary,PATTISON,farm worker
Maggie,NEATHWAY,F,1766-04-18,David,NEATHWAY,blacksmith,Mary,STARR,surveyor
Christina,DICK,F,1773-09-06,James,DICK,mariner,Susan,ROBERTS,cowkeeper
John,DONALDSON,M,1766-08-23,Frederic,DONALDSON,joiner,Joan,SELLERS,tailor
David,FISHER,M,1766-05-05,William,FISHER,butcher,Minnie,PHILPS,porter
Hellen,MCFARLANE,F,1768-06-02,Patrick,MCFARLANE,shoemaker and greengrocer,Margaret,SMITH,labourer
Isabella,MLEAN,F,1765-09-18,Hugh,MLEAN,gardener,Mary,USHER,coalminer
Elizabeth,WILKINGSON,F,1772-11-25,William,WILKINGSON,joiner,Margt,AITHINE,copperman
Eliza,FRENCH,F,1767-07-07,Angus,FRENCH,joiner,Elizabeth,GWINNELL,lighterman
Jane,KINGSTON,F,1764-10-10,David,KINGSTON,butcher,Jessie,BROWN,labourer
Mary,COOPER,F,1764-06-21,Robert,COOPER,labourer,Margreat,MURGATROYD,mechanic
John,SPENCE,M,1767-03-23,Patrick,SPENCE,shop assistant,Isabella,MADDICK,stud groom
Susan,WYETT,F,1764-11-23,Alexr,WYETT,cotton power loom weaver,Christina,WHITEHEAD,weaver
John,VAUGHAN,M,1764-06-21,Thomas,VAUGHAN,butler,Agnes,GROVER,"headmaster, national school"
Angus,RONALD,M,1763-08-20,William,RONALD,fisherman,Elizabeth,ROBERTSON,bookbinder
Peter,LOFTY,M,1763-03-22,William,LOFTY,lab,Mary,BOURN,weaver
George,SPEED,M,1767-01-23,John,SPEED,shoemaker,Agnes,SPINDLER,farmer
Eliza,DOWING,F,1763-12-31,Thomas,DOWING,furniture manufacturer,Catherine,ATKIN,carpenter
Margt,RENNY,F,1764-02-15,James,RENNY,german silver maker,Cath,SMITH,lab
Hugh,HAMMOND,M,1766-10-24,Murdoch,HAMMOND,cooper,Margaret,COMBER,glass blower
Owen,MORGAN,M,1769-08-31,Thomas,MORGAN,clerk,Catherine,PERRY,"coal miner, union leader"
Robert,PEEL,M,1768-04-26,David,PEEL,carter,Christina,KNIGHT,frame work knitter
Jean,BOWEN,F,1765-12-01,John,BOWEN,iron merchant,Elizabeth,WALLACE,cotton weaver
John,HOUSEMAN,M,1766-12-30,Thomas,HOUSEMAN,farmer,Christina,HOOK,wool stapler
Beatrice,SOUTHWORTH,F,1765-03-31,James,SOUTHWORTH,farmer,Helen,C,joiner
Margaret,DUFFIELD,F,1765-05-12,John,DUFFIELD,gas fitter,Isabella,REYNOLDS,labourer
Willia,RUDDLE,M,1763-10-30,Robert,RUDDLE,grocer and baker,Colina,GREEN,lab
William,BROWN,M,1766-02-02,John,BROWN,nailor,Elizabeth,BARTLETT,ag lab
Jane,WATSON,F,1765-06-30,John,WATSON,gardener,Jane,P,miner
David,MAUNDERS,M,1764-10-20,Alexander,MAUNDERS,baker,Jane,MARTHEDEN,labourer
Esther,SHADRACK,F,1765-03-10,Paul,SHADRACK,carver,Eliza,GOTSON,school master
John,MANSON,M,1763-12-18,Donald,MANSON,packer,Agnes,RICE,grocer
George,BIDDLECOMBE,M,1766-05-12,James,BIDDLECOMBE,farm worker,Isabella,THOMAS,tenant farmer
Alexander,GREAVES,M,1764-02-27,Donald,GREAVES,collector of water rents (- new river compa  ),Jane,TURNER,ships clerk
John,MORRIS,M,1768-06-10,Kenneth,MORRIS,fwk,Elizabeth,POPPLEMILL,farmer
Ann,HOLMES,F,1763-03-13,George,HOLMES,coal merchant,Elizabeth,ARMSTRONG,cotton mill worker
Henry,DAVIES,M,1768-05-05,David,DAVIES,coach trimmer,Janet,DREWETT,fisherman
Agness,TURNER,F,1766-11-09,John,TURNER,compositor,Jamesina,KING,piecer
Eliza,LARDEAU,F,1770-08-30,Thomas,LARDEAU,blacksmith,Mary,NIVEN,marine store dealer
Betsy,MARRIOTT,F,1767-02-14,Willl,MARRIOTT,baker,Helen,THOMPSON,builder
James,BOWMAN,M,1771-12-28,John,BOWMAN,chair maker,Margaret,BELL,lab
Patrick,FORBES,M,1761-01-29,Charles,FORBES,farm lab,Elizabeth,THOMSON,groom
James,VORLEY,M,1766-12-28,Robert,VORLEY,leather manufacturer,Ann,WILLIAMS,mason
Elizabeth,WALE,F,1770-01-03,Peter,WALE,molecatcher,Jemima,RANDS,sub post master
Elizabeth,ROBERTSON,F,1763-08-13,Daniel,ROBERTSON,curate,Amelia,CANNON,farm bailiff
Donald,TURNER,M,1764-03-02,Donald,TURNER,labourer,Anna,RAMSBOTTOM,pawnbrokers assistant
Mary,GODDARD,F,1766-12-09,James,GODDARD,fitter,Elizabeth,ASH,cordwainer
Agnes,TWIGGE,F,1765-08-19,Will,TWIGGE,book publisher,Christina,ROWELL,tailor
Margaret,TWIGGE,F,1765-08-19,Will,TWIGGE,book publisher,Christina,ROWELL,tailor
Jemima,LAWRANCE,F,1764-01-05,Andrew,LAWRANCE,iron moulder,Margaret,JONES,farmer
James,HOYLE,M,1767-10-09,Hugh,HOYLE,farmer,Janet,PEASE,retail cashier
Annie,EDWARDS,F,1767-02-28,Thomas,EDWARDS,raf,Helen,MOONEY,engineer
Mary,CRICHTON,F,1764-06-01,Robert,CRICHTON,baker,Agnes,UNDERWOOD,dress maker
Isabella,DARBY,F,1764-10-05,Robert,DARBY,nursery maid,Margaret,KYNASTON,master joiner
Catherine,LEISHMAN,F,1768-05-14,Tho,LEISHMAN,ornamental painter,Jane,LOVELL,tenant farmer
Marion,BERRY,F,1765-08-03,Michael,BERRY,builder,May,LASON,trimmer
Barbara,GODSON,F,1773-12-08,Edward,GODSON,clerk in holy orders,Isabella,ROSE,railway servant
Marjory,BULL,F,1768-03-23,Martin,BULL,ag lab,Jessie,FOSTER,labourer
Tom,BROWN,M,1767-09-23,Charles,BROWN,boiler maker,Barbara,GRIFFITHS,attendant
Edward,MCDOUGLE,M,1767-06-27,William,MCDOUGLE,stationer,Elizia,BRACKSHAW,inland revenue officer
Hugh,COOPER,M,1763-04-22,Peter,COOPER,food manufacturer,Mary,NEAL,coal miner
Wm,WALKER,M,1765-02-08,James,WALKER,gardener,Janet,COULTER,hinge maker
Daniel,CLARKE,M,1768-03-01,Alexander,CLARKE,shoemaker,Mary,ROSE,travelling draper
James,ROBINS,M,1765-12-28,Alexander,ROBINS,shopkeeper,Cathrine,FRANCIS,garage proprietor
Mary,GUNTON,F,1763-07-06,William,GUNTON,ag lab,Mary,THOMAS,house painter
Amelia,SMITH,F,1765-04-18,George,SMITH,smith,Henrietta,WHISLOCK,labourer
Helen,CRANMER,F,1774-09-18,John,CRANMER,engineer,Bethia,NORTH,medical secretary
Robert,NEAL,M,1765-04-02,William,NEAL,joiner,Hellen,SMALLPAGE,labourer
Catherine,MITCHELL,F,1769-05-20,David,MITCHELL,lace maker,Jane,CLARK,farmer
George,RACHLAND,M,1766-06-14,Randal,RACHLAND,analytical chemist,Margaret,KEYS,weaver
Thomas,CAMPBELL,M,1764-05-30,Thomas,CAMPBELL,carpenter,Margaret,DOWRICK,woodman
Arthur,JACOCKS,M,1766-03-08,James,JACOCKS,grocer (master),Margt,WOODHAM,master baker
Robert,BROWN,M,1767-06-28,David,BROWN,cook,Jannet,TWEEDIE,butcher
Donald,BANNISTER,M,1768-11-11,James,BANNISTER,farmer (of substantial acreage),Margaret,HILL,coach painter
Alexander,NELSON,M,1769-12-07,Hector,NELSON,farm grieve (manager),Jessie,MCRAE,charwoman
Catherine,BREALY,F,1768-12-21,Adam,BREALY,engineer,Margaret,VICCARS,chocolate factory worker
George,BREALY,M,1768-12-21,Adam,BREALY,engineer,Margaret,VICCARS,chocolate factory worker
Elizabeth,JOHNSON,F,1772-05-12,John,JOHNSON,fitter,Isabella,LOMAS,railway porter
Thomas,CARNALL,M,1770-04-08,John,CARNALL,spinner,Janet,BAXTER,potter
Joshua,MANSON,M,1768-09-26,John,MANSON,lace maker,Mary,DALE,post office sorting clerk
James,MUIR,M,1763-11-19,Daniel,MUIR,fruit farmer,Agness,GOHIES,currier
Mary,MOONEY,F,1765-03-20,William,MOONEY,coachsmith,Helen,HADLEY,weaver
Ann,FORBES,F,1764-01-29,Willi,FORBES,seaman,Margret,HOWARD,farmer
Margret,CHAMBERS,F,1764-04-14,Robert,CHAMBERS,butcher,Elizabeth,ANGUS,research scientist
Susan,CHAMBERS,F,1764-04-14,Robert,CHAMBERS,butcher,Elizabeth,ANGUS,research scientist
Henry,LYTHE,M,1770-05-04,Thomas,LYTHE,coal merchant,Margaret,PLANT,shoemaker
Peter,PESTER,M,1766-09-02,Duncan,PESTER,catering manager,Jessie,MCKENZIE,stonemason
Alexander,LAMB,M,1764-08-31,William,LAMB,shoemaker,Isabella,NOON,farmer
Andrew,JAMES,M,1763-12-29,John,JAMES,railway pointsman,Isabella,JENKINSON,shipwright
Mary,SEABER,F,1767-03-16,David,SEABER,electrical fitter,Isabella,RUSSELL,ladys maid
William,SEABER,M,1767-03-16,David,SEABER,electrical fitter,Isabella,RUSSELL,ladys maid
Ann,COXON,F,1766-07-20,James,COXON,coal miner,Mary,FISHER,labourer
James,ASH,M,1764-02-21,William,ASH,tenant farmer,Elizab,FAIRCLOTH,dress maker
Kate,CAMBERS,F,1764-08-26,James,CAMBERS,wine merchant,Agnes,BRADLY,grocer and tallow chandler
Mary,WOOD,F,1770-08-17,Charles,WOOD,maltster,Elezebeth,STEPHEN,nonconformist minister
Alex,JOHN,M,1763-12-06,James,JOHN,grocer,Margaret,ATKINSON,carpenter
James,WALLER,M,1769-08-13,Samuel,WALLER,cab driver,Williamina,MAUND,dressmaker
Thomas,BRECKENTRIDGE,M,1768-01-11,Thomas,BRECKENTRIDGE,warehouseman,Jessie,BEARD,foreman sheet metal worker
Susan,MOYES,F,1766-05-26,George,MOYES,wheelwright,C,BEVERIDGE,bootmaker
Andrew,WALKER,M,1768-09-25,David,WALKER,lab,Mary,EAGLAND,shoe finisher
Alexander,CARD,M,1769-12-24,Robert,CARD,soldier,Williamina,TUNICLIFFE,ag lab
Peter,HAMILTON,M,1763-05-24,William,HAMILTON,farmer,Mary,BENTON,asst in british museum
Francis,MCCOSKER,M,1766-07-01,William,MCCOSKER,shopkeeper,Rebecca,BENNETT,railway platelayer
Gavin,ENTWISLE,M,1763-08-25,William,ENTWISLE,mason,Christina,HAWKER,potter
John,WEST,M,1764-03-11,David,WEST,farmer's daughter,Isabella,HILLS,corn merchant
Elizabeth,LANDRIGAN,F,1766-04-16,John,LANDRIGAN,mariner,Mary,BUTLER,labourer
James,SHIPP,M,1770-04-20,William,SHIPP,ag lab,Elizabeth,BAKER,farm labourer
Catherine,ATKINSON,F,1764-06-12,James,ATKINSON,ag lab,Isabella,WARD,brickmaker
Hellen,MORGAN,F,1767-03-14,Jessie,MORGAN,stonemason,Jain,ANDERSON,blacksmith
James,CHALLIS,M,1765-06-16,Hugh,CHALLIS,railman,Margaret,WEBSTER,domestic servant
Alexander,WALTON,M,1765-06-03,Alexander,WALTON,inspector of traffic,Alice,HIBBERT,commercial traveller
William,HEPWORTH,M,1771-04-30,Robert,HEPWORTH,labourer,Agnes,MCPHERSON,artificer
David,BLAIKIE,M,1765-01-17,John,BLAIKIE,piece taker in,Marian,SANDERS,coalporter
Rachel,FINNEY,F,1763-11-07,Joseph,FINNEY,cloth finisher,Annie,HOLDSWORTH,servant
Jane,PARKIN,F,1764-06-26,Robert,PARKIN,gardener,Isabella,SCOTT,army
James,BROWN,M,1763-12-04,Robert,BROWN,toolmaker,Mary,BEARDON,weaver
Agnes,DENNIS,F,1766-04-16,Thomas,DENNIS,net weaver,Betty,SHORE,lab
Catherine,HITCHCOX,F,1765-07-18,Thomas,HITCHCOX,mechanic,Maggie,EDWARDS,smallholder
Alfred,WINSTONE,M,1769-11-06,Will,WINSTONE,dressmaker,Sarah,REDFERN,wine merchant
James,GIBBS,M,1765-01-08,William,GIBBS,bank clerk,Margret,SHAW,dressmaker
Janet,SMITH,F,1764-09-18,Peter,SMITH,manager cycle shop,Letitia,CURRIE,domestic servant
John,STARKEY,M,1769-06-03,William,STARKEY,cashier,Catherine,HIGHAM,bus driver
Mart,HARRIS,F,1765-04-17,James,HARRIS,school teacher,Mary,HOSKIN,timber measurer
Wm,ABBOTT,M,1764-01-19,Robert,ABBOTT,brickmaker,Robina,HOW,potter
George,LIDDLE,M,1765-01-20,John,LIDDLE,boatman,Margaret,STRIDE,carpenter
Christina,COOPER,F,1769-01-23,John,COOPER,accountant,Agnes,BRIDGES,housekeeper
John,NORVAL,M,1764-03-08,James,NORVAL,bootmaker,Alice,WOOD,farmer
James,CROSS,M,1765-05-28,Thomas,CROSS,civil engineer,Margaret,BERRY,foreman lithographic artist
Daniel,TURNBULL,M,1764-05-05,Alexander,TURNBULL,mechanic,Hellen,WATINSLEY,labourer
Jane,TURNBULL,F,1764-05-05,Alexander,TURNBULL,mechanic,Hellen,WATINSLEY,labourer
Alexander,DIUSDALL,M,1771-08-29,Thomas,DIUSDALL,coachman,Jemima,SMITH,stone mason
Susan,RUGGINS,F,1765-01-05,Robert,RUGGINS,"storeholder, field stores",Elizabeth,BENNIE,boat builder
John,MUNACHER,M,1774-02-06,James,MUNACHER,coal haulier,Georgina,MISON,brewers labourer
Alexandra,KNIGHT,F,1765-11-23,Alex,KNIGHT,ag lab,Catherine,BELL,servant
Joseph,RIGBY,M,1762-11-17,George,RIGBY,labourer,Agnes,THOMPSON,weaver (silk ribbon)
Jane,CRUSE,F,1766-07-20,Gavin,CRUSE,labourer,Mary,STRACHAN,flour millers hand
Robert,LINFIELD,M,1767-03-27,Alexr,LINFIELD,civil servant,Annie,JONES,shoe and patten maker
Alexander,WOODCOCK,M,1764-11-10,Thomas,WOODCOCK,brewer,Wilhelmina,BOWERS,farmer
Francis,LINFIELD,M,1766-09-03,Hugh,LINFIELD,printer,Mary,COX,carpenter
Marion,FORBES,F,1767-05-09,Charles,FORBES,farm lab,Elizabeth,THOMSON,groom
Joseph,FAIRHURST,M,1767-07-06,Duncan,FAIRHURST,carter,Camilla,MILTON,nurse
John,MORGAN,M,1763-09-25,Thomas,MORGAN,butcher,Flora,MCLAUCHLAN,tailor
Betsy,RICHMOND,F,1766-07-19,David,RICHMOND,post office engineer (telephones),Marion,KUSUTH,cotton dyer
Elizabeth,JONES,F,1764-03-30,Michael,JONES,domestic servant,Helen,PITTS,farmer
Robt,MUNROE,M,1777-08-07,Robert,MUNROE,innkeeper,Elizabeth,LOWTHIEN,servant
Wm,SCLANDERS,M,1768-05-07,Thomas,SCLANDERS,plasterer,Margaret,BAILEY,park agent
Elsie,HANLEY,F,1767-03-22,James,HANLEY,lab,Ann,FRASER,gardener
Alexander,CROSS,M,1769-11-16,Alexander,CROSS,portmanteau maker,Hellen,BARSON,radio employee
Margaret,FLETCHER,F,1768-08-08,James,FLETCHER,masons labourer,Isabella,RENTON,labourer
James,MANSON,M,1770-06-03,Peter,MANSON,tailor,Elizabeth,OHARA,iron works puddler
Michael,GRIFFITHS,M,1767-11-29,Wm,GRIFFITHS,husbandman,Nora,LING,engineer
Elizabeth,CLEAVER,F,1768-12-22,John,CLEAVER,mens outfitter,Agnes,DIXON,tunbridge ware maker
George,WILLER,M,1766-02-18,Joseph,WILLER,ag lab,Jean,GORDON,midwife
Helen,EVANS,F,1769-12-29,James,EVANS,coastguard,Catherine,SPEET,warehouseman
Margt,TURTON,F,1767-08-06,John,TURTON,baker and grocer,Kate,BROWN,engine fitter
William,HUMBLES,M,1765-04-25,James,HUMBLES,splint cutter,Margaret,BRIGHTWELL,labourer
Charles,MORTON,M,1768-07-30,James,MORTON,labourer,Naomi,PARK,machinist
Jane,WOOD,F,1770-07-01,William,WOOD,mason,Susan,REID,tanner
Maggie,ROAKE,F,1763-06-18,Robert,ROAKE,draughtsman,Jane,BUFFAM,confectioner
William,CORNWALL,M,1773-11-03,Alexander,CORNWALL,gardener,Margret,MEADOWS,farmer
George,DURRANT,M,1765-09-29,John,DURRANT,silk weaver,Janet,KIDDELE,carpenter
John,BUZZLE,M,1765-02-20,John,BUZZLE,rope maker,Marion,EDWARDS,farmer
Alexander,LINFIELD,M,1765-02-15,John,LINFIELD,butcher,Agnes,CAMPBELL,ag waggoner
Margaret,FEILDING,F,1764-09-23,Mal,FEILDING,baker,Ann,GREENWOOD,carpenter
James,BATCHELLOR,M,1768-10-24,James,BATCHELLOR,draper,Mary,BALDRY,tailor
Alice,BARLOW,F,1768-02-01,John,BARLOW,fendermaker,Jane,BURTON,silk warper
Thomas,GIDDENS,M,1763-11-28,Charles,GIDDENS,alkali labourer,Christina,THOMAS,labourer
Charles,HUGHES,M,1764-08-24,Thos,HUGHES,marshman,Agnes,JOHNSTON,colliery lamp cleaner
Jane,MERRILL,F,1768-06-06,Joseph,MERRILL,farmer,Catherine,WINNIATT,general dealer
Joan,SAUNDERS,F,1770-03-22,Robert,SAUNDERS,carpenter,Grace,DOUGLAS,farmer
Mary,MAGAN,F,1767-04-13,John,MAGAN,glover,Elizabeth,JOURDAN,painter
John,TOMPSON,M,1764-03-08,Robert,TOMPSON,butcher,Bessie,SHEARER,newspaper reporter
Mary,BOON,F,1767-12-29,John,BOON,labourer,Jane,SUTTON,surgeon
Janet,JACQUETT,F,1768-09-01,James,JACQUETT,seamer of hosiery,Maggie,ORAM,farmer
Janet,HORNE,F,1766-12-23,James,HORNE,weaver,Janet,ANDERSON,cotton weaver
Andrew,UTTLEY,M,1768-07-30,Robert,UTTLEY,commercial traveller,Jessie,BOUCH,boots at public house
William,THOMAS,M,1766-09-26,Alexr,THOMAS,dyer and cleaner,Margaret,VICKERS,servant
Janet,BEATTIE,F,1770-07-26,John,BEATTIE,mercantile secretary,Emily,PEARSE,silk throwster
Archibald,FISH,M,1765-05-06,James,FISH,cotton yarn winder,Charlote,DEANS,shoe maker
Georgina,WILLIAMS,F,1762-11-24,David,WILLIAMS,labourer,Violet,SAYER,"bombadier, royal field artillery"
Mary,DAWSON,F,1766-11-13,John,DAWSON,farmer,Barbara,BRINKLEY,school teacher of music
Jessie,ECCLESTON,F,1767-04-11,Samuel,ECCLESTON,blacksmith,Helen,WELES,clergyman
Joanna,BULCOCK,F,1766-09-28,Joseph,BULCOCK,coal miner,Margaret,COUSINS,reporter
Andrew,TURNER,M,1769-08-06,Patrick,TURNER,collier,Catherine,STEVENITT,engine driver (colliery)
Barbara,SCULLUN,F,1764-10-15,Robert,SCULLUN,builder,Margaret,BARKER,miner
Jannet,SKINNER,F,1765-04-06,Stewart,SKINNER,farmer,Margaret,N K,gardener
Archibald,MILES,M,1762-12-24,James,MILES,solicitor,Mary,ODDIE,labourer
John,ATKINSON,M,1767-05-25,Alexr,ATKINSON,sailmaker,Marion,PHILLPOTTS,vicar
Ann,SHEPHERD,F,1765-09-30,Willia,SHEPHERD,file cutter,Margaret,MARMADURADS,ag lab
William,FORD,M,1767-03-01,William,FORD,rope maker,Isabella,TURNER,patternmaker
Agnes,SUMNER,F,1768-10-15,Matthew,SUMNER,"lieutenant, r.n.",Mary,BROWN OR DO,painter
Jane,NEILSON,F,1764-09-02,David,NEILSON,mason,Winifred,GREGORY,lab
Annie,SIMMONDS,F,1771-10-24,Jas,SIMMONDS,cow keeper,Bridget,MUST,labourer
William,FRITH,M,1766-08-24,William,FRITH,master mariner,Grace,BRITTAN,time keeper
Margaret,LUKER,F,1770-12-29,James,LUKER,grocery store proprietor,Mary,HAINS,domestic servant
Bridget,NICHOL,F,1765-12-23,James,NICHOL,labourer,Margaret,JONES,parchment manufacturer
David,WALKER,M,1772-04-22,Thomas,WALKER,stonemason,Agnes,COLLINS,power weaver
Janet,WAY,F,1764-07-20,James,WAY,farmer,Janet,RAWSON,builder
David,JONES,M,1777-09-24,Archd,JONES,farm hand,Catherine,DEARNE,forestry sawyer
Margaret,KNOWLES,F,1766-05-19,David,KNOWLES,iron moulder,Mary,BAIRD,dairyman
Charles,BROOKER,M,1765-09-13,Ogston,BROOKER,collier,Nancy,MCNEIL,cabinet maker
Ann,SEATON,F,1767-05-17,Henry,SEATON,fishmonger,Bethia,ROTHERAM,surgeon
James,EDWARDS,M,1773-03-02,Lewis,EDWARDS,fisherman,Christina,HITCHCOCK,stationer
Jean,LEACH,F,1765-09-08,Hugh,LEACH,toll keeper,Euphemia,FOX,plasterer
Jessie,POWELL,F,1765-11-07,William,POWELL,pattern maker,Mary,GILES,merchant
Willia,BOLDORINI,M,1764-07-27,Charles,BOLDORINI,domestic servant,Jemima,KAY,gardener
Mary,ISAACS,F,1777-05-22,George,ISAACS,gardener,Isa,JOHNSTON,lithographic printer
George,ASHTON,M,1770-10-26,Alexander,ASHTON,company director,Jessie,CROSLAND,fish wholesaler
Josephina,HORTON,F,1764-12-15,George,HORTON,coal merchant,Annie,CROOK,railway clerk
Elizabeth,PETTEGREW,F,1771-06-09,John,PETTEGREW,"bandsman, royal navy",Elizabeth,PAGE,city engineer
Jane,BROWNE,F,1765-09-01,Thomas,BROWNE,blacksmith,Isabella,HINE,postman
Alexander,TUCKER,M,1764-02-05,William,TUCKER,decorator,Isabella,WHITEHEAD,gardener
