rec-id,FirstName,Gender,LastName,FatherLastName,DateofBirth,FatherFirstName,FatherOccupation,MotherLastName,MotherFirstName,MotherOccupation,Occupation
rec-402-dup-0,Japmes,M,FRASER,FRASER,1739-10-26,Duncan,bootmaker,STANDLEY,Isabella,worsted power loom weaver,admiralty packer
rec-402-dup-1,Jame5,M,FRASER,FRASER,1739-10-26,Duncan,bootmaker,STANDLEY,Isabella,worsted power loom weaver,admiralty packer
rec-402-org,James,M,FRASER,FRASER,1739-10-26,Duncan,bootmaker,STANDLEY,Isabella,worsted power loom weaver,admiralty packer
rec-403-org,Williammina,F,HARPER,HARPER,1737-09-22,John,farm lab,SAGE,Mary,farmer,cabinet maker
rec-404-org,Mary,F,GOODWIN,GOODWIN,1743-01-13,John,pattern dyer,MEADS,Mary,warp dresser,asbestos spinner
rec-405-org,Catherine,F,PAINE,PAINE,1739-03-12,Edward,ag lab,LOWSON,Ellen,seamstress,paymaster of royal artillery
rec-406-org,James,M,PAINE,PAINE,1739-03-12,Edward,ag lab,LOWSON,Ellen,seamstress,labourer
rec-407-org,Margaret,F,LARCOMBE,LARCOMBE,1736-11-18,Alex,master merchant mariner,ROSS,Margaret,farm bailiff,gamekeeper
rec-408-org,William,M,MUNDELL,MUNDELL,1739-11-03,John,labourer,REAKES,Margaret,farmer,master printer
rec-409-org,Robert,M,CALVERT,CALVERT,1738-04-25,Alexr,shoemaker,HENDELL,Janet,waterman,asst parish overseer
rec-41-org,James,M,DAVIES,DAVIES,1727-09-01,Mark,transport rider,SPRINGETT,Elizabeth,cabinet maker,carpenter
rec-410-org,Janet,F,HERNE,HERNE,1740-04-28,John,farmer,JONES,Elizabeth,tanner,ecclesiastical carver
rec-411-org,Kate,F,DAFT,DAFT,1744-04-28,William,railway ganger,LUSCOMBE,Margaret,thatcher,mariner
rec-412-org,Henry,M,LYNN,LYNN,1742-01-21,Hugh,cabinet maker,LISLE,Isabella,pork butcher,labourer
rec-413-org,Margaret,F,BROCKLEHURST,BROCKLEHURST,1745-08-22,David,collier,WARNER,Jane,coal miner,bootmaker
rec-414-org,Elizabeth,F,DOCKER,DOCKER,1750-01-09,William,spinner,BYFORD,Jessie,joiner,able seaman - royal navy
rec-415-org,Mary,F,BRADLY,BRADLY,1742-03-13,John,tailor,FERGUSON,Elizabeth,secretary,shoemaker
rec-416-org,James,M,HANSON,HANSON,1744-09-25,George,grocer,WEDGBURY,Eliza,artificial limb maker,dressmaker
rec-417-org,Mary,F,SIMON,SIMON,1738-01-07,George,soldier,BROWN,Jessie,thatcher,gardener
rec-418-dup-0,Johh,M,WILL,WILL,1745-07-03,George,packer (in textile factory ),BROWN,Jessie,waitress,turner
rec-418-org,John,M,WILL,WILL,1745-07-03,George,packer (in textile factory ),BROWN,Jessie,waitress,turner
rec-419-dup-0,Catberine,F,STONE,STONE,1738-12-16,Thomas,cloth finisher,MORGANS,Elizabeth,delver,labourer
rec-419-org,Catherine,F,STONE,STONE,1738-12-16,Thomas,cloth finisher,MORGANS,Elizabeth,delver,labourer
rec-42-org,Sarah,F,BACKHOUSE,BACKHOUSE,1725-10-14,Thomas,ag lab,DAVIDSON,Jane,assistant secretary, museum,tailor
rec-420-dup-0,Christ:na,F,GRAY,GRAY,1739-12-28,William,colliery checkweighman,SHANKS,Jane,servant,railwayman - stationmaster
rec-420-org,Christina,F,GRAY,GRAY,1739-12-28,William,colliery checkweighman,SHANKS,Jane,servant,railwayman - stationmaster
rec-421-org,Janet,F,RICHARDS,RICHARDS,1744-07-29,James,ag lab,LITTLE,Charlotte,baker,paper mill worker
rec-422-org,Elizabeth,F,ROGERS,ROGERS,1738-11-09,James,servant,ELDRED,Mary,manager, tile factory,carpenter
rec-423-org,Mary,F,FLETCHER,FLETCHER,1740-02-13,Andrew,bleacher,COOK,Ann,shop assistant in greengrocer's,plasterer
rec-424-org,William,M,PARKER,PARKER,1742-12-10,John,plumber,WILLIAM,Isabella,inspector of munitions,ropemaker
rec-425-org,James,M,PARR,PARR,1739-07-28,Donald,tailor,ATKINSON,Agnes,farmer,cotton spinner
rec-426-org,John,M,MILLER,MILLER,1741-06-10,George,labourer,YOUATT,Susan,lab,coachmaker
rec-427-org,John,M,BEESE,BEESE,1748-11-18,Douglas,pioneer,WALKER,Mary,cordwainer,grocers shop assistant
rec-428-org,Duncan,M,CHALLACOMBE,CHALLACOMBE,1739-06-12,Charles,labourer,ROUND,Margaret,teacher,farmer
rec-429-org,Mary,F,GEORGE,GEORGE,1741-01-29,Charles,tenant farmer,CLOUGH,Eliza,shirt factory worker,labourer
rec-43-org,Alice,F,SMITH,SMITH,1724-04-23,Hugh,potter,SPRAGG,Isabella,engine driver (british rail),gold cutter
rec-430-org,Agnes,F,PHILLIPS,PHILLIPS,1744-09-08,John,textile worker,SHINN,Ellen,mariner,stoker
rec-431-org,William,M,HOLDEN,HOLDEN,1741-09-26,Edward,sawyer,JONES,Maggie,spirit dealer,housekeeper
rec-432-org,Donald,M,TUMIGAN,TUMIGAN,1741-03-15,James,land agent,CHESHIRE,Alice,lab,baker
rec-433-org,Elizabeth,F,MORLEY,MORLEY,1737-01-01,James,cook and housekeeper,MCMURTRIE,Barbara,tax collector,labourer
rec-434-org,Elizabeth,F,MARSHALL,MARSHALL,1745-11-22,Campbell,domestic servant,BROWN,Ellen,rector,tailor
rec-435-org,John,M,ROBINSON,ROBINSON,1738-11-22,Andrew,coalminer,GATLIFF,Susan,farmer,farmer
rec-436-org,Ellen,F,GRANT,GRANT,1739-10-26,John,fisherman,PENNY,Betsy,glassmaker,jeweller
rec-437-dup-0,Ajex,M,DICKENSON,DICKENSON,1748-07-03,James,yeoman  farmer,RISPIN,Martha,box tenter, woollen mill,yeoman
rec-437-dup-1,Aled,M,DICKENSON,DICKENSON,1748-07-03,James,yeoman  farmer,RISPIN,Martha,box tenter, woollen mill,yeoman
rec-437-dup-2,Aiex,M,DICKENSON,DICKENSON,1748-07-03,James,yeoman  farmer,RISPIN,Martha,box tenter, woollen mill,yeoman
rec-437-org,Alex,M,DICKENSON,DICKENSON,1748-07-03,James,yeoman  farmer,RISPIN,Martha,box tenter, woollen mill,yeoman
rec-438-org,Stephen,M,OXLEE,OXLEE,1745-06-23,Robert,farmer and land owner,DYSON,Rebecca,lab,post office sorter
rec-439-org,Janet,F,BARKER,BARKER,1738-12-13,Samuel,grocer,STEWART,Christina,warehouseman,shepherd
rec-44-org,Helen,F,SMITH,SMITH,1724-04-23,Hugh,potter,SPRAGG,Isabella,engine driver (british rail),bank partner
rec-440-dup-0,Jame5,M,NICHOLAS,NICHOLAS,1738-10-25,John,cabinet maker,LEVINAY,Elizabeth,teacher,stonemason
rec-440-org,James,M,NICHOLAS,NICHOLAS,1738-10-25,John,cabinet maker,LEVINAY,Elizabeth,teacher,stonemason
rec-441-org,William,M,MILNE,MILNE,1744-06-10,John,ag lab,STACEY,Jane,boot and shoe maker,engine fitter
rec-442-org,Elizabeth,F,CRIMER,CRIMER,1747-01-16,Robt,carpet weaver,COOPER,Jane,labourer,tailoress
rec-443-dup-0,Marths,F,JONES,JONES,1737-05-25,John,labourer,MACHRAY,Jane,printer,free church minister
rec-443-org,Martha,F,JONES,JONES,1737-05-25,John,labourer,MACHRAY,Jane,printer,free church minister
rec-444-dup-0,Jamds,M,SCOTT,SCOTT,1741-12-27,Alex,lab,RAYNER,Isabella,lab,housekeeper
rec-444-dup-1,Jamew,M,SCOTT,SCOTT,1741-12-27,Alex,lab,RAYNER,Isabella,lab,housekeeper
rec-444-org,James,M,SCOTT,SCOTT,1741-12-27,Alex,lab,RAYNER,Isabella,lab,housekeeper
rec-445-org,Jas,M,HOWATHS,HOWATHS,1743-05-26,Ed,cook,SATCHWELL,Maggie,drapery salesman,groom
rec-446-org,Eliza,M,HAWKES,HAWKES,1744-01-31,William,surgeon - royal army medical corp,BELL,Margaret,toll bar keeper,mill worker
rec-447-dup-0,Jnaet,F,HARTLEY,HARTLEY,1745-07-03,William,labourer,YARLEY,Jane,labourer,farmer
rec-447-org,Janet,F,HARTLEY,HARTLEY,1745-07-03,William,labourer,YARLEY,Jane,labourer,farmer
rec-448-org,Agnes,F,CLEMO,CLEMO,1741-02-14,Charles,ag lab,BROWN,Sarah,grocer,soldier
rec-449-org,Isabella,F,WILLSON,WILLSON,1739-10-10,James,turner,BENNIE,Cathrine,miller,labourer
rec-45-org,Jessie,F,PERRY,PERRY,1727-11-16,John,coal miner,BINGHAM,Jane,house parlour maid,glassmaker
rec-450-org,Jane,F,BROWN,BROWN,1739-12-19,James,bricklayer,TILLE,Matilda,labourer,cooper
rec-451-org,Thomas,M,RAMSDEN,RAMSDEN,1739-06-01,Will,railway guard,WEBESTER,Elen,master butcher,engineer
rec-452-org,Ann,F,BOWMAN,BOWMAN,1737-09-30,Hugh,draper,TREDWIN,Jane,clerk,wagoner
rec-453-org,William,M,MARCH,MARCH,1745-07-11,George,cork hawker,CARPENTER,Hannah,farmer,miller
rec-454-org,Isabell,F,HALL,HALL,1746-05-12,Daniel,forgeman,WOOD,Jane,army officer,boatman
rec-455-org,Eliza,F,STIVEY,STIVEY,1741-07-16,Edmund,butcher,LAWSON,Jane,gas works labourer,gardener
rec-456-org,Robert,M,ELLIS,ELLIS,1739-09-01,Willm,butcher,WHITEHOUSE,Edith,carter,brushmaker
rec-457-org,Agnes,F,OFFLER,OFFLER,1745-07-03,Charles,labourer,WELLS,Mary,miner,fisherman
rec-458-dup-0,Jakes,M,SKEAD,SKEAD,1738-08-27,Alexander,tailor,PEPPERELL,Helen,broker,tallow chandler
rec-458-org,James,M,SKEAD,SKEAD,1738-08-27,Alexander,tailor,PEPPERELL,Helen,broker,tallow chandler
rec-459-dup-0,Roberg,M,ORMISTON,ORMISTON,1742-06-29,Jas,seaman,EATCOAL,Jane,lorry driver,forrest steward
rec-459-org,Robert,M,ORMISTON,ORMISTON,1742-06-29,Jas,seaman,EATCOAL,Jane,lorry driver,forrest steward
rec-46-org,Elizabeth,F,TAYLOR,TAYLOR,1725-06-11,John,mason,PICKTON,Elizabeth,farmer,police constable
rec-460-org,Jas,M,KING,KING,1745-01-17,John,clothiers asst,FRANKHAM,Mary,blacksmith,gent
rec-461-org,Duncan,M,CHRISTOPHERS,CHRISTOPHERS,1739-04-28,John,sailor,PILGRIM,Betsy,lab,mariner
rec-462-org,Adam,M,WOODHOUSE,WOODHOUSE,1739-04-17,James,woollen draper,MORRISON,Margaret,smith,chairmaker
rec-463-org,Robert,M,LAW,LAW,1742-03-13,Andrew,machinist in saw mill,WHEELER,Mary,farmer,cook
rec-464-org,Thomas,M,WILLCOX,WILLCOX,1741-08-24,William,farmer,MASTERS,Semena,papermill worker,cab man
rec-465-org,Elizabeth,F,STOUT,STOUT,1741-04-25,Robert,labourer,JONES,Ellen,gardener,iron forgeman
rec-466-org,John,M,WEST,WEST,1739-03-17,John,brickmaker,MARCH,Mary,farmer,colliery underlooker
rec-467-org,Francis,M,TAYLOR,TAYLOR,1748-03-08,Matthew,frame work knitter,DEWEY,Lizzie,coal merchant,oven builder
rec-468-org,Robert,M,STEPHENS,STEPHENS,1740-11-13,Wm,riding master,KNOW,Janet,secretary,cycle (shop) manager
rec-469-org,Jane,F,HARRISON,HARRISON,1739-08-05,Delilah,coal miner,GLEAVE,Catharine,farm bailiff,domestic servant
rec-47-org,Annie,F,CALVERT,CALVERT,1723-10-26,Alexr,shoemaker,HENDELL,Janet,waterman,harness maker
rec-470-org,Margaret,F,MORAN,MORAN,1743-07-11,Thomas,ships carpenter,MCINNES,Isabella,husbandman,ag lab
rec-471-org,Mary,F,HALL,HALL,1743-05-17,John,greengrocer,ALLCOCK,Jane,analytical chemist,embosser
rec-472-org,Maggie,F,ROBERTS,ROBERTS,1740-10-06,Samuel,domestic cleaner,FORRESTER,Christiana,jeweller,carrier
rec-473-org,John,M,CHILD,CHILD,1761-09-27,Donald,parish clerk,PURDY,Mary,milliner,motor mechanic
rec-474-org,Elizabeth,F,BOYCE,BOYCE,1742-12-22,James,policeman,MOUNTFORD,Margret,master mariner,civil servant - ministry of employment
rec-475-org,Margaret,F,JENKINS,JENKINS,1744-06-09,David,labourer,WINDLE,Catherine,market gardener,servant
rec-476-org,Janet,F,JENNINGS,JENNINGS,1741-06-08,James,engineer,BOND,Catherine,ships officer,basket maker
rec-477-dup-0,gAness,F,MCALLISTER,MCALLISTER,1749-07-02,Adam,stonemason,ATKIN,Mary,cook and housekeeper,servant
rec-477-dup-1,Agnss,F,MCALLISTER,MCALLISTER,1749-07-02,Adam,stonemason,ATKIN,Mary,cook and housekeeper,servant
rec-477-org,Agness,F,MCALLISTER,MCALLISTER,1749-07-02,Adam,stonemason,ATKIN,Mary,cook and housekeeper,servant
rec-478-org,Jane,F,SUMMERS,SUMMERS,1740-10-20,Dugald,labourer,DUFF,Mary,lab,labourer
rec-479-org,Jessie,F,EKINS,EKINS,1741-04-16,Robert,mason,WALKER,Hannah,farmer,market gardener
rec-48-org,Ann,F,BENN,BENN,1724-02-25,Charles,domestic servant,HOWARTH,Jane,farm labourer,labourer
rec-480-org,Ellen,F,EDWARD,EDWARD,1738-07-28,Samuel,farmer,DAWSON,Helen,builder, master (dockyards),joiner
rec-481-org,George,M,VINCETT,VINCETT,1750-10-30,Peter,r.n.,WRIGHT,Janet,carpenter,carpenter
rec-482-org,Eliza,F,HAWORTH,HAWORTH,1744-05-30,Morris,office worker,PHEAR,Elsie,farmer,bootmaker
rec-483-dup-0,Hnery,M,OVENDEN,OVENDEN,1747-07-19,David,grazier,CRICK,Jane,butcher,labourer
rec-483-org,Henry,M,OVENDEN,OVENDEN,1747-07-19,David,grazier,CRICK,Jane,butcher,labourer
rec-484-org,John,M,TRUEMAN,TRUEMAN,1743-08-27,Henry,ag lab,NEWTON,Mary,copper kettle maker,engineer
rec-485-org,Josiah,M,TAYLOR,TAYLOR,1744-04-04,John,mason,MASLIN,Sarah,clerk,locksmith
rec-486-org,Mark,M,JOHNSTON,JOHNSTON,1738-10-31,Alexander,civil engineer,WOOD,Mary,mariner,farm servant
rec-487-org,Fortuna,F,WEDLOCK,WEDLOCK,1746-02-09,John,clay tobacco pipe maker,DUDLEY,Agnes,labourer,man servant
rec-488-org,Sarah,F,DAUKES,DAUKES,1741-04-05,James,carter,REDFORDS,Anne,gardener,fisherman
rec-489-org,Mary,F,SUNDERLAND,SUNDERLAND,1743-01-21,Alexander,farm lab,FRESHWATER,Margaret,brass moulder,grazier
rec-49-org,James,M,WILLIAMS,WILLIAMS,1726-11-08,David,cab proprietor,RAE,Elizabeth,cheesemonger,gardener
rec-490-org,Jessie,F,BRADFORD,BRADFORD,1740-07-21,John,sub post master,REEVE,Ann,dock foreman,joiner
rec-491-dup-0,Euhpemia,F,HADLEY,HADLEY,1745-12-27,Hugh,joiner,OLDEN,Margaret,linen drapers assistant,labourer
rec-491-dup-1,Eupheumia,F,HADLEY,HADLEY,1745-12-27,Hugh,joiner,OLDEN,Margaret,linen drapers assistant,labourer
rec-491-org,Euphemia,F,HADLEY,HADLEY,1745-12-27,Hugh,joiner,OLDEN,Margaret,linen drapers assistant,labourer
rec-492-org,Mary,F,SAUNDERS,SAUNDERS,1746-04-22,George,shoemaker,SHERATON,Ann,butcher,dressmaker
rec-493-org,Elizabeth,F,WALLER,WALLER,1745-10-01,Robert,hawker,WHITTAKER,Mary,miner,engineman
rec-494-org,May,F,PINNELL,PINNELL,1743-04-25,George,labourer,HIGHAM,Helen,builder,farm lab
rec-495-org,Pat,M,BOYLE,BOYLE,1744-04-21,Hector,iron works manager,WATON,Agnes,labourer,builder
rec-496-org,Yergen,M,SAUNDERSON,SAUNDERSON,1739-10-08,William,mariner,WETHERELL,Mary,farm labourer,weaver
rec-497-org,Janet,F,RIEVERTS,RIEVERTS,1747-06-03,Harvey,servant,COOKMAN,Annie,farmer,french polisher
rec-498-org,John,M,QUARLE,QUARLE,1746-09-08,James,farm labourer,BARRETT,Mary,laundress,coal miner, supervisor
rec-499-org,George,M,HAWES,HAWES,1747-02-06,Jas,cork hawker,SUTHERLAND,Jessie,blacksmith,diamond setter
rec-5-org,Luis,F,REAKES,REAKES,1724-03-31,Willi,labourer,SCHULEN,Elizabeth,fitter at steelplant,mill hand
rec-50-org,Jessie,F,MORRISON,MORRISON,1727-11-27,William,miller,HARRISON,Jessie,painter,farmer
rec-500-dup-0,Ahn,F,BIRD,BIRD,1741-04-24,William,ag lab,BATH,Julia,poultry man,foreman of wholesale stationer
rec-500-org,Ann,F,BIRD,BIRD,1741-04-24,William,ag lab,BATH,Julia,poultry man,foreman of wholesale stationer
rec-501-org,Ellen,F,WHATTON,WHATTON,1742-11-09,John,carpenter,STEPHENSON,Elisabeth,mariner,marine store dealer
rec-502-dup-0,Helwn,F,CLARK,CLARK,1739-10-24,Patrick,farmer,SLITH,Elizabeth,clerk, railway works,servant
rec-502-org,Helen,F,CLARK,CLARK,1739-10-24,Patrick,farmer,SLITH,Elizabeth,clerk, railway works,servant
rec-503-org,Janet,F,ADAMSON,ADAMSON,1740-10-03,Andrew,weaver,GIBSON,Isabella,fitter and turner,timber salesman
rec-504-dup-0,nn,F,ADAMSON,ADAMSON,1740-10-03,Andrew,weaver,GIBSON,Isabella,fitter and turner,cotton spinner
rec-504-dup-1,Anri,F,ADAMSON,ADAMSON,1740-10-03,Andrew,weaver,GIBSON,Isabella,fitter and turner,cotton spinner
rec-504-org,Ann,F,ADAMSON,ADAMSON,1740-10-03,Andrew,weaver,GIBSON,Isabella,fitter and turner,cotton spinner
rec-505-dup-0,Jhon,M,MARTLAND,MARTLAND,1754-06-12,Willia,market gardener,WAINWRIGHT,May,silk weaver,gardener
rec-505-org,John,M,MARTLAND,MARTLAND,1754-06-12,Willia,market gardener,WAINWRIGHT,May,silk weaver,gardener
rec-506-dup-0,Maru,F,BURNLEY,BURNLEY,1740-09-30,Robert,secretary,OLDERSHAW,Mary,tenant farmer,labourer
rec-506-dup-1,Msry,F,BURNLEY,BURNLEY,1740-09-30,Robert,secretary,OLDERSHAW,Mary,tenant farmer,labourer
rec-506-org,Mary,F,BURNLEY,BURNLEY,1740-09-30,Robert,secretary,OLDERSHAW,Mary,tenant farmer,labourer
rec-507-org,James,M,HILL,HILL,1741-08-12,James,g.p.o. telephonist,STOTT,Helen,chemist,mariner
rec-508-org,Robert,M,MORRIS,MORRIS,1741-04-19,John,farmer,MILLER,Margaret,school attendance officer,shoemaker
rec-509-org,Margaret,F,SPIRES,SPIRES,1741-11-16,John,tailor,GRINDROD,Joann,labourer,ag lab
rec-51-dup-0,Andrwe,M,DAUKES,DAUKES,1727-10-30,James,carter,REDFORDS,Anne,gardener,hawker
rec-51-dup-1,Andrrw,M,DAUKES,DAUKES,1727-10-30,James,carter,REDFORDS,Anne,gardener,hawker
rec-51-dup-2,Andrevv,M,DAUKES,DAUKES,1727-10-30,James,carter,REDFORDS,Anne,gardener,hawker
rec-51-org,Andrew,M,DAUKES,DAUKES,1727-10-30,James,carter,REDFORDS,Anne,gardener,hawker
rec-510-org,James,M,VEITCH,VEITCH,1744-08-02,Robert,glazier,YARD,Elizabeth,grocer,mill owner (corn)
rec-511-dup-0,Isab3lla,F,EVANS,EVANS,1742-01-13,Peter,road labourer,LEATT,Angelina,engine fitter,publican
rec-511-org,Isabella,F,EVANS,EVANS,1742-01-13,Peter,road labourer,LEATT,Angelina,engine fitter,publican
rec-512-org,Margaret,F,ASHFORD,ASHFORD,1739-09-19,Allan,refreshment contractor,PIERCE,Maggie,labourer,horse dealer
rec-513-org,Donald,M,MCDERMID,MCDERMID,1742-05-09,James,dentists assistant,SMITH,Janet,husbandman,saddler and harness maker
rec-514-org,Isabell,F,ROWE,ROWE,1741-11-05,Charles,gardener,ANNISON,Jane,farmer,family cook
rec-515-org,Margaret,F,RAVEN,RAVEN,1746-02-07,Charles,glass blower,MOLYNEUX,Annie,shoemaker,shoemaker
rec-516-org,James,M,DAVIDSON,DAVIDSON,1742-07-02,John,farmer,TODD,Adaline,butcher,tallow chandler
rec-517-org,Grace,F,COLES,COLES,1743-07-20,Robert,watchmaker,EVANS,Margaret,gentleman,tailor
rec-518-org,James,M,MILWERT,MILWERT,1740-06-07,James,labourer,WATT,Jane,hatter,farmer
rec-519-dup-0,Brudget,F,WILSON,WILSON,1740-03-26,Alexander,silk winder,STEWART,Cecilia,pharmaceutical chemist,brewer
rec-519-dup-1,Brisget,F,WILSON,WILSON,1740-03-26,Alexander,silk winder,STEWART,Cecilia,pharmaceutical chemist,brewer
rec-519-dup-2,Bridet,F,WILSON,WILSON,1740-03-26,Alexander,silk winder,STEWART,Cecilia,pharmaceutical chemist,brewer
rec-519-org,Bridget,F,WILSON,WILSON,1740-03-26,Alexander,silk winder,STEWART,Cecilia,pharmaceutical chemist,brewer
rec-52-org,Annie,F,THOMAS,THOMAS,1726-08-06,Samuel,landowner,GREENAWAY,Christina,nurseryman,framework knitter
rec-520-dup-0,Caaroline,F,LIFTON,LIFTON,1740-01-25,James,gilder,HOLLIWELL,Margaret,carpenter,wood turner
rec-520-org,Caroline,F,LIFTON,LIFTON,1740-01-25,James,gilder,HOLLIWELL,Margaret,carpenter,wood turner
rec-521-org,Ann,F,TAYLOR,TAYLOR,1740-10-09,William,officer of customs & excise (docks),EVANS,Isabella,mechanical engineering worker (skilled),mariner
rec-522-org,Ann,F,LANGLEY,LANGLEY,1741-11-30,James,stonecutter,CRACKRICH,Jemima,customs officer,university professor
rec-523-org,Ann,F,SPENCE,SPENCE,1743-04-28,David,provision dealer,MANNING,Margaret,bootmaker,brick yard owner
rec-524-org,Terrence,M,DAVIES,DAVIES,1749-01-01,William,shop owner,PAWSEY,Mary,iron merchant,delver
rec-525-org,John,M,RICHARDSON,RICHARDSON,1741-05-30,Alexander,servant,CULL,Margaret,mechanic,labourer
rec-526-org,James,M,STRUIGER,STRUIGER,1745-01-01,Hugh,miner,CROSSIAN,Margaret,typist,domestic servant
rec-527-org,Glenny,F,HONEYWELL,HONEYWELL,1741-11-12,William,miller (postmill),STREMBELS,Jessie,engineer,accounts clerk
rec-528-org,Beatrice,F,HENDERSON,HENDERSON,1746-12-02,James,mariner,ROBERTSON,Margaret,farmer,raiser
rec-529-dup-0,Alexandfer,M,HOWES,HOWES,1743-06-14,Gavin,labourer,HOLROYD,Jane,labourer,butcher
rec-529-dup-1,Alefander,M,HOWES,HOWES,1743-06-14,Gavin,labourer,HOLROYD,Jane,labourer,butcher
rec-529-dup-2,Alexandwr,M,HOWES,HOWES,1743-06-14,Gavin,labourer,HOLROYD,Jane,labourer,butcher
rec-529-org,Alexander,M,HOWES,HOWES,1743-06-14,Gavin,labourer,HOLROYD,Jane,labourer,butcher
rec-53-org,Jane,F,STEPHENS,STEPHENS,1725-09-05,Wm,riding master,KNOW,Janet,secretary,nailer
rec-530-org,Henry,M,QUICK,QUICK,1740-06-19,William,teacher,ORTON,Helen,farmer,miner
rec-531-org,Hellen,F,HOLLIDAY,HOLLIDAY,1742-05-18,Willia,weaver,JENKINS,Elizabeth,gasfitters storekeeper,commercial traveller
rec-532-org,John,M,BOULTON,BOULTON,1746-07-18,William,miller,HENSHALL,Ann,toy maker,baker
rec-533-org,Hellen,F,MACKAY,MACKAY,1742-07-21,Willia,victualler,HOOPER,Lilian,currier,dressmaker
rec-534-org,Robert,M,CARTWRIGHT,CARTWRIGHT,1742-01-04,William,carpet weaver,RAE,Elizabeth,cheesemonger,wages Clerk
rec-535-dup-0,pAnnie,F,LARCOMBE,LARCOMBE,1743-03-13,Alex,master merchant mariner,ROSS,Margaret,farm bailiff,cheesemonger
rec-535-dup-1,Abnie,F,LARCOMBE,LARCOMBE,1743-03-13,Alex,master merchant mariner,ROSS,Margaret,farm bailiff,cheesemonger
rec-535-org,Annie,F,LARCOMBE,LARCOMBE,1743-03-13,Alex,master merchant mariner,ROSS,Margaret,farm bailiff,cheesemonger
rec-536-org,Jane,F,MORTIMER,MORTIMER,1742-04-10,John,telephone engineer - g.p.o.,LYNALL,Elizth,dressmaker,blacksmith
rec-537-org,William,M,HOOKHAM,HOOKHAM,1739-12-27,James,fisherman,DEARDEN,Georgina,chemist,spinner
rec-538-org,Mary,F,BRUNALL,BRUNALL,1747-07-29,Robert,compositor,ADAMSON,Joan,ag lab,collier
rec-539-org,Phillip,M,GOUNDRY,GOUNDRY,1740-09-11,Willia,fireman,RUSBY,Margaret,needlemaker,labourer
rec-54-org,Rachael,F,STEPHENS,STEPHENS,1725-09-05,Wm,riding master,KNOW,Janet,secretary,barrister
rec-540-dup-0,Georbe,M,BURNETT,BURNETT,1743-09-22,John,collier,JACKSON,Amelia,fireman,,woodman
rec-540-org,George,M,BURNETT,BURNETT,1743-09-22,John,collier,JACKSON,Amelia,fireman,,woodman
rec-541-org,Elizabeth,F,MACKIE,MACKIE,1743-12-20,Josias,lab,OTLEY,Helen,joiner,baker
rec-542-org,Jane,F,MORLEY,MORLEY,1741-11-02,James,cook and housekeeper,MCMURTRIE,Barbara,tax collector,servant
rec-543-org,John,M,LORD,LORD,1742-11-26,George,photographer,BAKER,Susan,manufacturer,wetter (printing)
rec-544-dup-0,Alexancer,M,BURT,BURT,1744-09-24,John,currier,HUNTER,Georgina,file cutter,boatman
rec-544-org,Alexander,M,BURT,BURT,1744-09-24,John,currier,HUNTER,Georgina,file cutter,boatman
rec-545-dup-0,ane,F,CHADWICH,CHADWICH,1740-05-28,Charles,engineer,JONES,Maggie,cabinet maker,tweed and flannel manufacturer
rec-545-dup-1,Jabe,F,CHADWICH,CHADWICH,1740-05-28,Charles,engineer,JONES,Maggie,cabinet maker,tweed and flannel manufacturer
rec-545-dup-2,Janw,F,CHADWICH,CHADWICH,1740-05-28,Charles,engineer,JONES,Maggie,cabinet maker,tweed and flannel manufacturer
rec-545-org,Jane,F,CHADWICH,CHADWICH,1740-05-28,Charles,engineer,JONES,Maggie,cabinet maker,tweed and flannel manufacturer
rec-546-org,Ann,F,CROSSGROVE,CROSSGROVE,1740-11-08,Robert,general store keeper,WATSON,Margaret,farm lab,coachman
rec-547-org,Rachel,F,KEALY,KEALY,1739-09-27,William,fisherman,GRAY,Florina,baker,paper bag maker
rec-548-org,Agnes,F,GROVES,GROVES,1751-02-02,Daniel,parquet layer,BURLEIGH,Bessie,cab proprietor,waiter
rec-549-org,Agnes,F,SERGEANT,SERGEANT,1739-01-01,Charles,ag lab,LLOYD,Jeanie,carpenter,fancy box maker
rec-55-org,Ann,F,TONGE,TONGE,1728-01-09,John,parish clerk,ROBINSON,Sophia,locksmith,framework knitter
rec-550-org,Robert,M,HOLLAND,HOLLAND,1743-02-02,Robt,resident maid,ATKINS,Margaret,ironmonger,wooden box maker
rec-551-org,Charles,M,ORAN,ORAN,1746-06-08,George,engineer rn,WHIPP,Mary,principle, polytechnic,miner
rec-552-dup-0,Agnws,F,OATES,OATES,1744-02-03,James,farmer,WILLIAMS,Margaret,shop assistant,moulder
rec-552-dup-1,Agnew,F,OATES,OATES,1744-02-03,James,farmer,WILLIAMS,Margaret,shop assistant,moulder
rec-552-dup-2,A9nes,F,OATES,OATES,1744-02-03,James,farmer,WILLIAMS,Margaret,shop assistant,moulder
rec-552-org,Agnes,F,OATES,OATES,1744-02-03,James,farmer,WILLIAMS,Margaret,shop assistant,moulder
rec-553-org,Isabella,F,HARRIS,HARRIS,1743-11-14,John,file cutter,MITCHELL,Margret,labourer,coal mine hewer
rec-554-dup-0,Elizbeth,F,ANDREWS,ANDREWS,1740-02-05,David,railway inspector,FORMAN,Agnes,pattern maker,coal miner
rec-554-dup-1,Elizbaeth,F,ANDREWS,ANDREWS,1740-02-05,David,railway inspector,FORMAN,Agnes,pattern maker,coal miner
