FirstName,Gender,FatherLastName,FatherFirstName,MotherLastName,FatherOccupation,MotherOccupation,DateofBirth,MotherFirstName,LastName,Occupation
Ann,F,BIRD,William,BATH,ag lab,poultry man,1741-04-24,Julia,BIRD,foreman of wholesale stationer
Ellen,F,WHATTON,John,STEPHENSON,carpenter,mariner,1742-11-09,Elisabeth,WHATTON,marine store dealer
Helen,F,CLARK,Patrick,SLITH,farmer,"clerk, railway works",1739-10-24,Elizabeth,CLARK,servant
Janet,F,ADAMSON,Andrew,GIBSON,weaver,fitter and turner,1740-10-03,Isabella,ADAMSON,timber salesman
Ann,F,ADAMSON,Andrew,GIBSON,weaver,fitter and turner,1740-10-03,Isabella,ADAMSON,cotton spinner
John,M,MARTLAND,Willia,WAINWRIGHT,market gardener,silk weaver,1754-06-12,May,MARTLAND,gardener
Mary,F,BURNLEY,Robert,OLDERSHAW,secretary,tenant farmer,1740-09-30,Mary,BURNLEY,labourer
James,M,HILL,James,STOTT,g.p.o. telephonist,chemist,1741-08-12,Helen,HILL,mariner
Robert,M,MORRIS,John,MILLER,farmer,school attendance officer,1741-04-19,Margaret,MORRIS,shoemaker
Margaret,F,SPIRES,John,GRINDROD,tailor,labourer,1741-11-16,Joann,SPIRES,ag lab
James,M,VEITCH,Robert,YARD,glazier,grocer,1744-08-02,Elizabeth,VEITCH,mill owner (corn)
Isabella,F,EVANS,Peter,LEATT,road labourer,engine fitter,1742-01-13,Angelina,EVANS,publican
Margaret,F,ASHFORD,Allan,PIERCE,refreshment contractor,labourer,1739-09-19,Maggie,ASHFORD,horse dealer
Donald,M,MCDERMID,James,SMITH,dentists assistant,husbandman,1742-05-09,Janet,MCDERMID,saddler and harness maker
Isabell,F,ROWE,Charles,ANNISON,gardener,farmer,1741-11-05,Jane,ROWE,family cook
Margaret,F,RAVEN,Charles,MOLYNEUX,glass blower,shoemaker,1746-02-07,Annie,RAVEN,shoemaker
James,M,DAVIDSON,John,TODD,farmer,butcher,1742-07-02,Adaline,DAVIDSON,tallow chandler
Grace,F,COLES,Robert,EVANS,watchmaker,gentleman,1743-07-20,Margaret,COLES,tailor
James,M,MILWERT,James,WATT,labourer,hatter,1740-06-07,Jane,MILWERT,farmer
Bridget,F,WILSON,Alexander,STEWART,silk winder,pharmaceutical chemist,1740-03-26,Cecilia,WILSON,brewer
Caroline,F,LIFTON,James,HOLLIWELL,gilder,carpenter,1740-01-25,Margaret,LIFTON,wood turner
Ann,F,TAYLOR,William,EVANS,officer of customs & excise (docks),mechanical engineering worker (skilled),1740-10-09,Isabella,TAYLOR,mariner
Ann,F,LANGLEY,James,CRACKRICH,stonecutter,customs officer,1741-11-30,Jemima,LANGLEY,university professor
Ann,F,SPENCE,David,MANNING,provision dealer,bootmaker,1743-04-28,Margaret,SPENCE,brick yard owner
Terrence,M,DAVIES,William,PAWSEY,shop owner,iron merchant,1749-01-01,Mary,DAVIES,delver
John,M,RICHARDSON,Alexander,CULL,servant,mechanic,1741-05-30,Margaret,RICHARDSON,labourer
James,M,STRUIGER,Hugh,CROSSIAN,miner,typist,1745-01-01,Margaret,STRUIGER,domestic servant
Glenny,F,HONEYWELL,William,STREMBELS,miller (postmill),engineer,1741-11-12,Jessie,HONEYWELL,accounts clerk
Beatrice,F,HENDERSON,James,ROBERTSON,mariner,farmer,1746-12-02,Margaret,HENDERSON,raiser
Alexander,M,HOWES,Gavin,HOLROYD,labourer,labourer,1743-06-14,Jane,HOWES,butcher
Henry,M,QUICK,William,ORTON,teacher,farmer,1740-06-19,Helen,QUICK,miner
Hellen,F,HOLLIDAY,Willia,JENKINS,weaver,gasfitters storekeeper,1742-05-18,Elizabeth,HOLLIDAY,commercial traveller
John,M,BOULTON,William,HENSHALL,miller,toy maker,1746-07-18,Ann,BOULTON,baker
Hellen,F,MACKAY,Willia,HOOPER,victualler,currier,1742-07-21,Lilian,MACKAY,dressmaker
Robert,M,CARTWRIGHT,William,RAE,carpet weaver,cheesemonger,1742-01-04,Elizabeth,CARTWRIGHT,wages Clerk
Annie,F,LARCOMBE,Alex,ROSS,master merchant mariner,farm bailiff,1743-03-13,Margaret,LARCOMBE,cheesemonger
Jane,F,MORTIMER,John,LYNALL,telephone engineer - g.p.o.,dressmaker,1742-04-10,Elizth,MORTIMER,blacksmith
William,M,HOOKHAM,James,DEARDEN,fisherman,chemist,1739-12-27,Georgina,HOOKHAM,spinner
Mary,F,BRUNALL,Robert,ADAMSON,compositor,ag lab,1747-07-29,Joan,BRUNALL,collier
Phillip,M,GOUNDRY,Willia,RUSBY,fireman,needlemaker,1740-09-11,Margaret,GOUNDRY,labourer
George,M,BURNETT,John,JACKSON,collier,"fireman,",1743-09-22,Amelia,BURNETT,woodman
Elizabeth,F,MACKIE,Josias,OTLEY,lab,joiner,1743-12-20,Helen,MACKIE,baker
Jane,F,MORLEY,James,MCMURTRIE,cook and housekeeper,tax collector,1741-11-02,Barbara,MORLEY,servant
John,M,LORD,George,BAKER,photographer,manufacturer,1742-11-26,Susan,LORD,wetter (printing)
Alexander,M,BURT,John,HUNTER,currier,file cutter,1744-09-24,Georgina,BURT,boatman
Jane,F,CHADWICH,Charles,JONES,engineer,cabinet maker,1740-05-28,Maggie,CHADWICH,tweed and flannel manufacturer
Ann,F,CROSSGROVE,Robert,WATSON,general store keeper,farm lab,1740-11-08,Margaret,CROSSGROVE,coachman
Rachel,F,KEALY,William,GRAY,fisherman,baker,1739-09-27,Florina,KEALY,paper bag maker
Agnes,F,GROVES,Daniel,BURLEIGH,parquet layer,cab proprietor,1751-02-02,Bessie,GROVES,waiter
Agnes,F,SERGEANT,Charles,LLOYD,ag lab,carpenter,1739-01-01,Jeanie,SERGEANT,fancy box maker
Robert,M,HOLLAND,Robt,ATKINS,resident maid,ironmonger,1743-02-02,Margaret,HOLLAND,wooden box maker
Charles,M,ORAN,George,WHIPP,engineer rn,"principle, polytechnic",1746-06-08,Mary,ORAN,miner
Agnes,F,OATES,James,WILLIAMS,farmer,shop assistant,1744-02-03,Margaret,OATES,moulder
Isabella,F,HARRIS,John,MITCHELL,file cutter,labourer,1743-11-14,Margret,HARRIS,coal mine hewer
Elizabeth,F,ANDREWS,David,FORMAN,railway inspector,pattern maker,1740-02-05,Agnes,ANDREWS,coal miner
John,M,HOLLINGDALE,George,PEARTON,farmer,coal merchant,1743-05-17,Mary,HOLLINGDALE,farmers daughter
Janet,F,WARWICK,William,BRYCE,lab,painter,1751-02-22,Jane,WARWICK,farmer
Nellie,F,OATES,William,LEYARD ,dressmaker,silk weaver,1741-07-28,Christina,OATES,hind
Alexander,M,FOX,James,HUNTER,servant,stone mason,1750-05-22,Mary,FOX,domestic servant
Margaret,F,GARDNER,William,HANOLD,house carpenter,house agent,1742-08-01,Elizabeth,GARDNER,clerk
Agnes,F,JONES,John,MACHRAY,labourer,printer,1741-08-31,Jane,JONES,coal miner
Isabella,F,KENNETT,Robert,SHAW,foreman fire service,lab,1742-10-03,Janet,KENNETT,cloth dresser
John,M,THOMPSON,Jas,HISCOCKS,butcher,shear striker,1741-08-28,Elizabeth,THOMPSON,lab
Agnes,F,BRIDDON,William,BARKER,tailor,civil engineer,1741-12-29,Elizabeth,BRIDDON,book keeper
James,M,BROAD,Charles,WAKS,miner,gardener (private),1741-04-08,Mary,BROAD,district nurse
Alfred,M,WATSON,John,LANCELY,school mistress,corn dealer,1748-01-10,Celia,WATSON,joiner
Hugh,M,HUSGROVE,James,LEE,general labourer,general surgeon,1742-06-01,Agness,HUSGROVE,engine fitter
Ann,F,HAMPTON,Alexander,DAVIES,labourer,manager of newsagent/tobacconist,1745-01-20,Rebecca,HAMPTON,sailor
Louisa,F,SHARPE,James,HANEND,baker,co-op manager,1744-03-25,Margt,SHARPE,lab
Catherine,F,BAMSEY,John,LARKIN,labourer,carpenter,1741-08-07,Catherine,BAMSEY,ledger clerk (raf)
John,M,LLOYD,David,HARLE,designer,fisherman,1740-11-17,Susina,LLOYD,french polisher
Jane,F,MAHER,William,BAXENDALL,ironmonger,machine maker,1746-04-09,Marion,MAHER,lab
Jane,F,MAHER,William,BAXENDALL,ironmonger,machine maker,1746-04-09,Marion,MAHER,farmer
Will,M,PHILIPS,Andrew,HAWGOOD,farmer,smith,1742-04-10,Mary,PHILIPS,warehouseman railway
Jane,F,BENN,Charles,HOWARTH,domestic servant,farm labourer,1743-09-30,Jane,BENN,coal miner
James,M,HONES,Alexander,CONNELL,butcher,shop assistant,1741-04-06,Therese,HONES,weaver
Thomas,M,BIRKETT,Donald,ROLFE,blacksmith,miller,1742-03-28,Mary,BIRKETT,house carpenter
Mary,F,GRANT,James,MORSE,mariner,labourer,1741-01-18,Margaret,GRANT,master mariner
Sarah,F,TAYLOR,William,INNESS,bricklayer,labourer,1750-05-20,Annie,TAYLOR,carpenter
Jane,F,TIMOTHY,William,SUMNER,confectioner,grocer,1747-04-17,Joann,TIMOTHY,tailoress
Helen,F,SHEARER,William,TRESIDDER,dressmaker,machine operator,1741-10-07,Margaret,SHEARER,furnaceman
Margaret,F,CHAMBERS,George,BURTON,whitesmith,actor,1745-03-30,Annie,CHAMBERS,carpenter
William,M,STEWART,John,MARIS,mariner,smith/forgeman,1751-12-07,Janet,STEWART,frame work knitter
Chas,M,PENSON,Hugh,CARTRIGHT,railway porter,navy,1750-10-24,Sarah,PENSON,grocer
William,M,RICHARDSON,John,NOBLE,private soldier,bootmaker,1741-02-20,Catherine,RICHARDSON,master blacksmith
Alex,M,HARPER,John,SAGE,farm lab,farmer,1743-06-06,Mary,HARPER,factory worker - foreman
Catherine,F,WALTON,Thos,TREDWELL,brassfounder,farm labourer,1739-08-28,Elizabeth,WALTON,farmer
Jane,F,WALTON,Thos,TREDWELL,brassfounder,farm labourer,1739-08-28,Elizabeth,WALTON,building surveyor
Donald,M,SNOOK,Alexr,THOMAS,mercantile clerk,bootcloser,1741-05-13,Margaret,SNOOK,cashier at colliery
Thomas,M,BOWMAN,Hugh,TREDWIN,draper,clerk,1741-09-02,Jane,BOWMAN,miner
Mary,F,THOMAS,Matthew,GILL,farmer,domestic servant,1745-01-27,Margaret,THOMAS,warehouseman
Maggie,F,PEARCE,Anthony,CURD,paper merchant,silk dyer,1738-09-04,Isabella,PEARCE,"royal navy, engineer"
John,M,HARRIS,John,MUDD,accountant,printer,1742-11-15,Elisabeth,HARRIS,grocer
Margaret,F,DUNN,William,BROWN,miller,engineer,1744-08-06,Betsy,DUNN,farmer
Patrick,M,CORBY,Daniel,ASPREAL,labourer,joiner,1747-11-24,Janet,CORBY,coal miner (underground)
Marion,F,SWANSON,John,JONES,sawyer,gamekeeper,1743-01-06,Elisabeth,SWANSON,decorator
Geo,M,WOOTTON,George,COLLISON,secretary,coachman,1746-01-05,Elizabeth,WOOTTON,driller
Jane,F,DURROCK,John,WHITTINGTON,labourer,husbandman,1744-01-30,Isabella,DURROCK,bootmaker
Duncan,M,HOOP,Andrew,MILLER,tailoress,publican,1743-09-27,Catherine,HOOP,ag lab
Sarah,F,READ,George,AYERS,washerwoman,musician,1740-12-07,Janet,READ,domestic servant
Margaret,F,LOCH,Alfred,MCMILLAN,steam roller driver,miller,1743-05-12,Annie,LOCH,brass tube manufacturer
Winfree,F,KING,William,BARKER,leather dresser,farmer,1742-05-30,Isabella,KING,licensed victualler
Betsy,F,LENNON,James,GREENHALGH,blacksmith,fisherman,1741-07-15,Isabella,LENNON,navy
Sarah,F,WOOLCOCK,Murdo,KEIR,dressmaker,fisherman,1747-07-19,Jane,WOOLCOCK,hosier
Janet,F,OWEN,Donald,HUSTHWAITE,brickmaker,glovecutter,1745-07-29,Margaret,OWEN,servant
Neil,M,BODGE,Thomas,JOHNSTON,weaver,farmer,1746-05-20,Mary,BODGE,miller
Elizabeth,F,WALLER,John,KERR,farmer,gardener,1745-04-30,Mary,WALLER,farmer
John,M,STEDMAN,David,HART,coal miner,cutter,1745-03-26,Helen,STEDMAN,horse dealer
Willia,M,ROBERTS,James,SKEELS,porter master,bookseller,1742-02-09,Mary,ROBERTS,domestic servant
Jane,F,FOURACRE,John,MALPAS,shopkeeper,weaver,1741-04-09,Margaret,FOURACRE,clerk colliery
James,M,CAMERON,Charles,TAYLOR,coachman,tailor,1749-05-31,Sarah,CAMERON,stone mason
John,M,WARREN,John,MCPHERSON,bailiff,lab,1744-11-11,Margaret,WARREN,ag lab
Thomas,M,HAYWOOD,John,ROUSE,labourer,draper,1742-09-11,Janet,HAYWOOD,ag lab
Maria,F,FAULCONER,Hugh,WOOD,blacksmith,rsm soldier,1743-02-15,Agnes,FAULCONER,ag lab
Mary,F,HAIGH,John,LANGELAAN,shoemaker,cabinet maker,1744-04-15,Mary,HAIGH,fitter
Willia,M,FOOZS,George,REID,railway fireman,brick manufacturer and contractor,1756-01-11,Jane,FOOZS,solicitors clerk
James,M,HIGGINS,James,ILSCOMBE,vicar,station master,1743-08-29,Annie,HIGGINS,draper
Robert,M,WYBROW,Alexander,EVANS,seamer,plasterer,1744-02-08,Marion,WYBROW,shop assistant
Flora,F,EDWARDS,Roderick,LAWLOR,surveyor,domestic servant,1752-06-03,Margaret,EDWARDS,copper miner
John,M,DYER,David,ANDERSON,painter,vinegar merchant,1744-06-09,Alice,DYER,menswear retailer
John,M,CALVERT,Alexr,HENDELL,shoemaker,waterman,1742-02-04,Janet,CALVERT,farmer
Peter,M,BEEWELL,Wm,GULLFORD,brass founder,market gardener,1742-11-07,Margaret,BEEWELL,nutritionist
James,M,SOUTHWORTH,John,PAYNE,mill manager,farm servant,1741-04-20,Jane,SOUTHWORTH,colour sgt r.m.
Charles,M,POWELL,William,OWEN,farmer,lab,1742-11-08,Agnes,POWELL,labourer
Duncan,M,BOND,Alexander,HOLDSWORTH,clerk of cheque of ordnance,basket maker,1744-06-05,Margaret,BOND,mariner
James,M,WALMSLEY,John,LOOD,research chemist,mason,1744-07-01,Margt,WALMSLEY,labourer
John,M,BUCK,Archibald,LEWIS,munitions factory worker,power station fitter/engineer,1747-01-28,Jane,BUCK,chemical works labourer
Leslie,M,MILLS,James,KNOTT,postmistress,surgical instrument maker cutler,1758-11-10,Catherine,MILLS,grocer
Thomas,M,TIPLING,John,WOODFORD,drapers asst,ag lab,1743-09-03,Esther,TIPLING,ag lab
Jessie,F,LAMB,Thomas,GULLY,wool mill worker,servant,1742-08-27,Margaret,LAMB,servant
Annie,F,ARCHARDS,Thomas,TOMKINSON,smith's labourer,registered nurse,1745-12-20,Margt,ARCHARDS,iron turner
Isabella,F,JANE,Thomas,PEPPER,gas fitter,farmer,1742-10-06,Janet,JANE,painter and decorator
Agnes,F,ASTILE,Daniel,WEST,labourer,carpenter,1747-05-05,Agnes,ASTILE,printer
Maggie,F,CHAPLIN,William,BROWNLIE,weaver,policeman,1748-04-08,Ann,CHAPLIN,miner
Mary,F,TUSTIN,Robert,DUPLOCK,ag lab,farrier,1745-06-19,Martha,TUSTIN,farmer
Thomas,M,EDWARD,Samuel,DAWSON,farmer,"builder, master (dockyards)",1742-02-11,Helen,EDWARD,bricklayer
Ann,F,HARDING,Charles,BROWN,farm labourer,butcher,1751-06-17,Barbara,HARDING,coffee house proprietor
Andrew,M,ROBSON,Andrew,SCRAGG,fisherman,domestic servant,1752-04-03,Grace,ROBSON,farmer
John,M,DAVIES,Walter,BEARD,shoemaker,loco engine driver,1755-01-20,Janet,DAVIES,master mariner
John,M,JONES,Robert,KIDD,butcher,farmer,1755-04-02,Elizabeth,JONES,shoemaker
Mary,F,FULKER,James,BARBER,farmer,coachman,1744-08-01,Mary,FULKER,weaver
James,M,WATSON,Alexander,HAYES,farmer,grocer's assist.,1741-12-31,Janet,WATSON,farmer
William,M,DAVIS,Charles,BARTLE,royal navy able seaman,farmer,1749-09-21,Elizabeth,DAVIS,tenant farmer
John,M,CRAGGS,William,LOVELL,coal miner,ag lab,1744-01-13,Catharine,CRAGGS,servant
Martha,F,PEARCE,Anthony,CURD,paper merchant,silk dyer,1742-01-20,Isabella,PEARCE,solicitor
Alexr,M,NOLAN,Patrick,BELLINGHAM,carpenter,boot and shoe closer,1748-12-31,Elizabeth,NOLAN,labourer
John,M,NOLAN,Patrick,BELLINGHAM,carpenter,boot and shoe closer,1748-12-31,Elizabeth,NOLAN,lab
Margaret,F,NOLAN,Patrick,BELLINGHAM,carpenter,boot and shoe closer,1748-12-31,Elizabeth,NOLAN,domestic service
Helen,F,THOMAS,Samuel,STEWART,landowner,labourer,1749-10-22,Catherine,THOMAS,farmer
Margaret,F,ANDERSON,Patrick,MOON,farmer,police constable,1741-10-25,Ann,ANDERSON,milliner
Rebecca,F,MASON,William,GILL,bus driver,carpenter,1748-04-29,Margaret,MASON,captain of militia
Agnes,F,SIDNEY,John,ADSHEAD,"sub contractor, canal construction",jute spinner,1746-07-26,Margrate,SIDNEY,engine cleaner (railway)
Alex,M,STEWART,David,DAVIES,coal miner,farmer,1742-07-09,Jessie,STEWART,sailor
George,M,NICHOLAS,John,LEVINAY,cabinet maker,teacher,1741-11-21,Elizabeth,NICHOLAS,farmer
Maggie,F,PETERS,Caldwell,NORTH,farmer,boiler maker,1748-09-11,Maggie,PETERS,delver
James,M,JENNINGS,Duncan,GREASELEY,coastguard,mariner,1745-03-08,Janet,JENNINGS,spring knife cutler
John,M,JOHNSTON,Alexander,WOOD,civil engineer,mariner,1742-09-02,Mary,JOHNSTON,ships carpenter
William,M,ROGERS,James,ELDRED,servant,"manager, tile factory",1743-04-08,Mary,ROGERS,police constable
Joseph,M,KEARSLEY,Archibald,DOW,grocer,labourer,1747-08-01,Ann,KEARSLEY,seaman
Mary,F,RALPH,David,ALLISON,postboy,tailor,1745-07-22,Elizabeth,RALPH,labourer
Robert,M,ROBINSON,Andrew,GATLIFF,coalminer,farmer,1742-06-30,Susan,ROBINSON,farmer
Emma,F,JONES,Thos,TAYLOR,basket worker,cordwainer,1743-01-21,Marge,JONES,plumber
Wm,M,MCDONALD,Alexander,RICHARDSON,warehouseman (grocers),riding master,1750-07-12,Jabella,MCDONALD,lab
William,M,MAKEPIECE,George,HUMBLE,dressmaker,bricklayer,1750-02-10,Eliza,MAKEPIECE,builder
Alexander,M,STONE,Thomas,MORGANS,cloth finisher,delver,1741-10-24,Elizabeth,STONE,coach painter
Jane,F,BAKER,William,HALL,cordwainer,ag lab,1748-06-03,Elizebath,BAKER,baker
Elizabeth,F,SERGEANT,Charles,LLOYD,ag lab,carpenter,1741-11-14,Jeanie,SERGEANT,thatcher
Margt,F,SERGEANT,Charles,LLOYD,ag lab,carpenter,1741-11-14,Jeanie,SERGEANT,labourer
Mary,F,HICKS,George,COCK,gardener,servant,1742-01-16,Lousia,HICKS,butcher
Jas,M,BAKER,Robert,BEECH,army sergeant,farm bailiff,1746-03-05,Jessie,BAKER,baker
James,M,WILSON,John,SPRATT,coal miner,shop assistant,1747-07-13,Mary,WILSON,ag lab
Mary,F,GEAKE,Patrick,ROBSON,ag lab,cattle dealer,1742-09-10,Janet,GEAKE,surgeon
Robert,M,GRINDROD,John,BINKS,carrier,labourer,1765-10-28,Isabela,GRINDROD,chiropractor / osteopath
Mary,F,WHATTON,Jas,HARRIS,council gardener,farm manager,1746-06-01,Maggie,WHATTON,farm worker
Janet,F,SWIFTWELL,George,CUTHBERTSON,farmer,railwayman,1744-02-10,Catherine,SWIFTWELL,mine worker
William,M,BUCKLEY,Walter,ARMITAGE,painter,gentlemans servant,1749-07-24,Jane,BUCKLEY,delver
James,M,BENHAM,Duncan,ANSCOW,farm lab,bookseller,1746-09-07,Isabella,BENHAM,brassfounder
Flora,F,MORRISON,William,HARRISON,miller,painter,1744-10-06,Jessie,MORRISON,ag lab
Joseph,M,WEST,John,MARCH,brickmaker,farmer,1743-05-01,Mary,WEST,ovenman
Matthew,M,BOLTON,Daniel,GRAHAM,"gardener, domestic",weaver,1744-05-20,Mary,BOLTON,file maker
Hugh,M,BLACKLOCK,Dugald,POTTER,smith,framework knitter,1745-03-20,Ellen,BLACKLOCK,barrister
Barbera,F,WRIGHT,John,BARNES,iron worker,railway labourer,1743-07-17,Georgeianie,WRIGHT,farmer
John,M,COLLINS,William,SMITH,curate,railway platelayer,1741-08-02,Margt,COLLINS,domestic servant
Eliza,F,HILL,James,SPRINGETT,"superintendant, port of london authority",labourer,1744-07-09,Maggie,HILL,head gardener
William,M,HARDY,William,WHEELDON,lab,baker,1745-08-04,Isabella,HARDY,coachman
Margaret,F,HARTLEY,John,GORDON,farmer,footman,1745-08-13,Christina,HARTLEY,shoe finisher
Robert,M,WOODHOUSE,James,MORRISON,woollen draper,smith,1744-10-06,Margaret,WOODHOUSE,bank accountant
Elizabeth,F,HOPGOOD,George,BUCK,timber dealer,medical practitioner,1744-03-28,Catherine,HOPGOOD,boilermaker
Archibald,M,CHRISTOPHERS,John,PILGRIM,sailor,lab,1744-01-26,Betsy,CHRISTOPHERS,ag lab
Helen,F,ROBSON,John,HAYS,chimney sweep,laboratory technician,1746-04-22,Alice,ROBSON,civil servant
Will,M,BRIEN,Andrew,ENTWISLE,gardener,coachman,1744-01-23,Catherine,BRIEN,analytical chemist
Margaret,F,BOLAND,James,LEES,blacksmith,master mariner,1746-08-09,Agnes,BOLAND,teacher
Cecilia,F,BREWSDER,John,HEATHERMAN,plumber,milliner,1743-09-30,Jane,BREWSDER,shorthand typist
William,M,FREEMAN,William,FLETCHER,traindriver,shoemaker,1752-01-25,Barbara,FREEMAN,mariner (ab)
Isabella,F,FREEMAN,William,FLETCHER,traindriver,shoemaker,1752-01-25,Barbara,FREEMAN,farmer
Jessie,F,CHAMBERS,Will,LIDDLE,carpenter,carriage finisher,1744-08-08,Mary,CHAMBERS,mason
Christina,F,RUTHERFORD,Charles,BUSBY,dressmaker,woolsorter,1744-10-19,Margt,RUTHERFORD,book keeper
Margaret,F,WATSON,Alexr,BUNKLE,bricklayer,lab,1743-09-03,Jemima,WATSON,joiner
Robert,M,MCVEY,Thomas,OSBORN,glass cutter,teacher,1743-08-08,Margaret,MCVEY,"clerk in holy orders, vicar"
Hugh,M,RAMSDEN,Will,WEBESTER,railway guard,master butcher,1744-06-16,Elen,RAMSDEN,painter
James,M,CHALLACOMBE,Charles,ROUND,labourer,teacher,1742-01-11,Margaret,CHALLACOMBE,ag lab
Francis,M,LLOYD,David,MORRIS,shop assistant,coal miner,1749-05-26,Ann,LLOYD,bricklayer
Bella,F,BERRY,Alexander,HAHICK,farm labourer,stone mason,1743-10-24,Gorgenia,BERRY,labourer
Andrew,M,JEPSON,Samuel,ADDIS,carter,miner,1742-06-06,Janet,JEPSON,gardener
Mary,F,ROWAN,Christopher,LONG,reeler,clerk,1747-09-12,Maria,ROWAN,skipper
Elizabeth,F,PARR,Donald,ATKINSON,tailor,farmer,1746-02-19,Agnes,PARR,lab
Margaret,F,HARRISON,Delilah,GLEAVE,coal miner,farm bailiff,1741-12-20,Catharine,HARRISON,labourer
Jessie,F,QUINE,John,PRESTAGE,ag lab,monthly nurse,1746-05-15,Jane,QUINE,brakesman
John,M,SMITH,James,KINGSTON,school master,dressmaker,1745-10-26,Annabella,SMITH,distillers foreman
Norman,M,SWARBRICK,John,HURDLE,music teacher,millgirl,1742-01-25,Isabella,SWARBRICK,town servant
Agnes,F,MCNAIR,Joseph,RICHMOND,master bootmaker,cashier,1741-09-23,Isabella,MCNAIR,publican
Jas,M,DISCOMBE,Colin,HILL,water filter manufacturer,truck farmer,1743-04-23,Agnes,DISCOMBE,woollen spinner
Ann,F,MANNING,James,TYNE,quarryman,farmer,1747-07-12,Mary,MANNING,gardener
Mary,F,WALKER,Alexr,WRIGHT,farm labourer,attorneys clerk,1744-05-12,Bella,WALKER,soldier
Robert,M,CROOKS,Thomas,LAXTON,farmer,gardener,1749-12-19,Agnes,CROOKS,butcher
Janet,F,WALTON,Thos,TREDWELL,brassfounder,farm labourer,1742-12-27,Elizabeth,WALTON,saddler and collar maker
Michael,M,ELLIS,Willm,WHITEHOUSE,butcher,carter,1745-05-23,Edith,ELLIS,painter and decorator
Charles,M,JONES,Willia,HOLMES,tailor,gardener,1748-07-23,Annie,JONES,company managing director
Robert,M,ASHFORD,Allan,PIERCE,refreshment contractor,labourer,1743-01-22,Maggie,ASHFORD,farmer
George,M,YATES,William,ENNEFER,chairmaker,carpenter,1746-04-16,Christina,YATES,school teacher
Jessie,F,KEALY,William,GRAY,fisherman,baker,1742-05-25,Florina,KEALY,ag lab
Annie,F,SAUNDERSON,William,WETHERELL,mariner,farm labourer,1744-06-09,Mary,SAUNDERSON,blacksmith
James,M,WILLSON,James,BENNIE,turner,miller,1746-02-12,Cathrine,WILLSON,commercial traveller
Annie,F,HORSNALL,Joseph,BRADDISH,shoe shop manageress,hotel keeper,1752-01-02,Thos,HORSNALL,domestic servant
Hugh,M,GIBB,Francis,SINCLAIR,tailoress,bookbinder,1747-09-07,Margaret,GIBB,tailor
Nairn,M,CLARK,Patrick,SLITH,farmer,"clerk, railway works",1744-02-13,Elizabeth,CLARK,lab
Ann,F,GRANT,John,PENNY,fisherman,glassmaker,1743-10-14,Betsy,GRANT,worsted weaver
Jessie,F,FRASER,Duncan,STANDLEY,bootmaker,worsted power loom weaver,1742-03-21,Isabella,FRASER,motor engine assembler
Margaret,F,MUNDELL,John,REAKES,labourer,farmer,1743-11-13,Margaret,MUNDELL,timekeeper
Jane,F,CLATON,William,BURGESS,carpenter,weaver,1746-01-17,Jane,CLATON,landed gentleman
Ellen,F,HARVEY,George,HUGHS,soldier,gentlemans outfitter,1749-04-03,Margaret,HARVEY,solicitors clerk
Eliza,F,MALLABAR,John,HERBERT,mariner,shoemaker,1752-12-28,Annie,MALLABAR,coal miner
Ann,F,LIBBEY,Wm,PROBERT,woollen fetler,architect,1747-03-03,Jane,LIBBEY,farmer
Christina,F,GREENWOOD,Alexander,CARROLL,sea captain,tea packer,1751-04-30,Emily,GREENWOOD,builder
John,M,SULLIVAN,Alexander,RAY,stone mason,welder,1745-09-04,Jessie,SULLIVAN,moulder (ironworks)
Mary,F,NICHOLSON,James,BRANAGAN,ag lab,manager of furnishing house,1745-10-28,Christina,NICHOLSON,gun screwer
Janet,F,ROBINSON,John,NEWALL,clerk,servant,1753-12-26,Catherine,ROBINSON,miner
Jane,F,ROBINSON,John,NEWALL,clerk,servant,1753-12-26,Catherine,ROBINSON,cooper
Marion,F,ENGLISH,Robert,CHALMERS,tailor,carriage works tinsmith,1744-07-15,Margaret,ENGLISH,pianist & private teacher
David,M,BROWNE,Charles,RILEY,farmer,bookbinder,1744-11-03,Catherine,BROWNE,clerk (timber trade )
James,M,HILL,Andrew,DICKSON,framework knitter,chief boatswain (coastguard),1744-04-06,Marion,HILL,hotel manager
Robert,M,WALLEY,Alexander,SUETT,university lecturer,basket and wicker furniture makers,1752-03-14,Eliza,WALLEY,bonnet blocker
John,M,BROWN,James,TILLE,bricklayer,labourer,1742-12-01,Matilda,BROWN,labourer
John,M,HOOKHAM,James,DEARDEN,fisherman,chemist,1742-02-26,Georgina,HOOKHAM,labourer
Jessie,F,RICH,William,NEWBY,plumber,surgical instrument maker,1746-07-18,Catherine,RICH,water colour colourist
Elizabeth,F,GRAY,William,SHANKS,colliery checkweighman,servant,1746-01-18,Jane,GRAY,dairyman
John,M,CHANNAR,Duncan,SMITH,carpenter,smith,1745-05-03,Helen,CHANNAR,farmer
John,M,WINTERBOTTOM,John,GRIFFIN,chairmaker,coach proprietor,1749-07-12,Jean,WINTERBOTTOM,farm labourer
Charles,M,LIFTON,James,HOLLIWELL,gilder,carpenter,1742-07-06,Margaret,LIFTON,boot & shoe maker
Margaret,F,EDGE,Donald,GODWIN,domestic servant,currier,1753-05-27,Agnes,EDGE,gas maker
Mary,F,ANDREWS,David,FORMAN,railway inspector,pattern maker,1742-05-14,Agnes,ANDREWS,dressmaker
